CUT,partido,votos
10107,PARTIDO DEMOCRATA CRISTIANO,243
10107,PARTIDO LIBERAL DE CHILE,451
10107,PARTIDO NACIONAL LIBERTARIO,293
10107,PARTIDO POR LA DEMOCRACIA,458
10107,PARTIDO REPUBLICANO DE CHILE,833
10107,PARTIDO SOCIAL CRISTIANO,71
10107,PARTIDO SOCIALISTA DE CHILE,240
10107,RENOVACION NACIONAL,1653
10107,UNION DEMOCRATA INDEPENDIENTE,1837
10108,EVOLUCION POLITICA,78
10108,FEDERACION REGIONALISTA VERDE SOCIAL,274
10108,FRENTE AMPLIO,102
10108,IND,7322
10108,PARTIDO COMUNISTA DE CHILE,56
10108,PARTIDO DE LA GENTE,293
10108,PARTIDO DEMOCRATA CRISTIANO,33
10108,PARTIDO LIBERAL DE CHILE,174
10108,PARTIDO NACIONAL LIBERTARIO,146
10108,PARTIDO POR LA DEMOCRACIA,115
10108,PARTIDO REPUBLICANO DE CHILE,570
10108,PARTIDO SOCIAL CRISTIANO,24
10108,PARTIDO SOCIALISTA DE CHILE,71
10108,RENOVACION NACIONAL,533
10108,UNION DEMOCRATA INDEPENDIENTE,119
10109,EVOLUCION POLITICA,175
10109,FEDERACION REGIONALISTA VERDE SOCIAL,8268
10109,FRENTE AMPLIO,1036
10109,IND,84274
10109,PARTIDO DE LA GENTE,2001
10109,PARTIDO DEMOCRATA CRISTIANO,2124
10109,PARTIDO LIBERAL DE CHILE,516
10109,PARTIDO NACIONAL LIBERTARIO,4585
10109,PARTIDO POR LA DEMOCRACIA,958
10109,PARTIDO REPUBLICANO DE CHILE,4274
10109,PARTIDO SOCIALISTA DE CHILE,1308
10109,RENOVACION NACIONAL,4744
10109,UNION DEMOCRATA INDEPENDIENTE,5734
10201,EVOLUCION POLITICA,232
10201,FEDERACION REGIONALISTA VERDE SOCIAL,3439
10201,FRENTE AMPLIO,464
10201,IND,71104
10201,PARTIDO COMUNISTA DE CHILE,476
10201,PARTIDO DE LA GENTE,5035
10201,PARTIDO DEMOCRATA CRISTIANO,127
10201,PARTIDO LIBERAL DE CHILE,1225
10201,PARTIDO NACIONAL LIBERTARIO,871
10201,PARTIDO POR LA DEMOCRACIA,423
10201,PARTIDO REPUBLICANO DE CHILE,1699
10201,PARTIDO SOCIAL CRISTIANO,144
10201,PARTIDO SOCIALISTA DE CHILE,2621
10201,RENOVACION NACIONAL,8352
10201,UNION DEMOCRATA INDEPENDIENTE,4120
10202,EVOLUCION POLITICA,365
10202,FEDERACION REGIONALISTA VERDE SOCIAL,2020
10202,FRENTE AMPLIO,811
10202,IND,65612
10202,PARTIDO COMUNISTA DE CHILE,541
10202,PARTIDO DE LA GENTE,3394
10202,PARTIDO DEMOCRATA CRISTIANO,166
10202,PARTIDO LIBERAL DE CHILE,2789
10202,PARTIDO NACIONAL LIBERTARIO,1368
10202,PARTIDO POR LA DEMOCRACIA,677
10202,PARTIDO REPUBLICANO DE CHILE,5742
10202,PARTIDO SOCIAL CRISTIANO,244
10202,PARTIDO SOCIALISTA DE CHILE,1507
10202,RENOVACION NACIONAL,3383
10202,UNION DEMOCRATA INDEPENDIENTE,1720
10203,EVOLUCION POLITICA,86
10203,FEDERACION REGIONALISTA VERDE SOCIAL,915
10203,FRENTE AMPLIO,201
10203,IND,24046
10203,PARTIDO COMUNISTA DE CHILE,171
10203,PARTIDO DE LA GENTE,4205
10203,PARTIDO DEMOCRATA CRISTIANO,72
10203,PARTIDO LIBERAL DE CHILE,267
10203,PARTIDO NACIONAL LIBERTARIO,265
10203,PARTIDO POR LA DEMOCRACIA,123
10203,PARTIDO REPUBLICANO DE CHILE,582
10203,PARTIDO SOCIAL CRISTIANO,46
10203,PARTIDO SOCIALISTA DE CHILE,724
10203,RENOVACION NACIONAL,1389
10203,UNION DEMOCRATA INDEPENDIENTE,779
10204,EVOLUCION POLITICA,24
10204,FEDERACION REGIONALISTA VERDE SOCIAL,134
10204,FRENTE AMPLIO,48
10204,IND,6198
10204,PARTIDO COMUNISTA DE CHILE,24
10204,PARTIDO DE LA GENTE,1034
10204,PARTIDO DEMOCRATA CRISTIANO,16
10204,PARTIDO LIBERAL DE CHILE,67
10204,PARTIDO NACIONAL LIBERTARIO,175
10204,PARTIDO POR LA DEMOCRACIA,39
10204,PARTIDO REPUBLICANO DE CHILE,100
10204,PARTIDO SOCIAL CRISTIANO,10
10204,PARTIDO SOCIALISTA DE CHILE,409
10204,RENOVACION NACIONAL,213
10204,UNION DEMOCRATA INDEPENDIENTE,119
10205,EVOLUCION POLITICA,104
10205,FEDERACION REGIONALISTA VERDE SOCIAL,638
10205,FRENTE AMPLIO,297
10205,IND,24134
10205,PARTIDO COMUNISTA DE CHILE,139
10205,PARTIDO DE LA GENTE,3355
10205,PARTIDO DEMOCRATA CRISTIANO,35
10205,PARTIDO LIBERAL DE CHILE,321
10205,PARTIDO NACIONAL LIBERTARIO,292
10205,PARTIDO POR LA DEMOCRACIA,399
10205,PARTIDO REPUBLICANO DE CHILE,630
10205,PARTIDO SOCIAL CRISTIANO,56
10205,PARTIDO SOCIALISTA DE CHILE,793
10205,RENOVACION NACIONAL,1466
10205,UNION DEMOCRATA INDEPENDIENTE,892
10206,EVOLUCION POLITICA,16
10206,FEDERACION REGIONALISTA VERDE SOCIAL,245
10206,FRENTE AMPLIO,25
10206,IND,6868
10206,PARTIDO COMUNISTA DE CHILE,16
10206,PARTIDO DE LA GENTE,1517
10206,PARTIDO DEMOCRATA CRISTIANO,13
10206,PARTIDO LIBERAL DE CHILE,45
10206,PARTIDO NACIONAL LIBERTARIO,53
10206,PARTIDO POR LA DEMOCRACIA,38
10206,PARTIDO REPUBLICANO DE CHILE,214
10206,PARTIDO SOCIAL CRISTIANO,4
10206,PARTIDO SOCIALISTA DE CHILE,223
10206,RENOVACION NACIONAL,268
10206,UNION DEMOCRATA INDEPENDIENTE,99
10207,EVOLUCION POLITICA,14
10207,FEDERACION REGIONALISTA VERDE SOCIAL,249
10207,FRENTE AMPLIO,44
10207,IND,9148
10207,PARTIDO COMUNISTA DE CHILE,73
10207,PARTIDO DE LA GENTE,2019
10207,PARTIDO DEMOCRATA CRISTIANO,15
10207,PARTIDO LIBERAL DE CHILE,83
10207,PARTIDO NACIONAL LIBERTARIO,58
10207,PARTIDO POR LA DEMOCRACIA,59
10207,PARTIDO REPUBLICANO DE CHILE,153
10207,PARTIDO SOCIAL CRISTIANO,14
10207,PARTIDO SOCIALISTA DE CHILE,248
10207,RENOVACION NACIONAL,537
10207,UNION DEMOCRATA INDEPENDIENTE,201
10208,EVOLUCION POLITICA,201
10208,FEDERACION REGIONALISTA VERDE SOCIAL,1374
10208,FRENTE AMPLIO,282
10208,IND,41152
10208,PARTIDO COMUNISTA DE CHILE,375
10208,PARTIDO DE LA GENTE,4801
10208,PARTIDO DEMOCRATA CRISTIANO,118
10208,PARTIDO LIBERAL DE CHILE,581
10208,PARTIDO NACIONAL LIBERTARIO,579
10208,PARTIDO POR LA DEMOCRACIA,272
10208,PARTIDO REPUBLICANO DE CHILE,1694
10208,PARTIDO SOCIAL CRISTIANO,282
10208,PARTIDO SOCIALISTA DE CHILE,1050
10208,RENOVACION NACIONAL,2122
10208,UNION DEMOCRATA INDEPENDIENTE,1121
10209,EVOLUCION POLITICA,54
10209,FEDERACION REGIONALISTA VERDE SOCIAL,335
10209,FRENTE AMPLIO,102
10209,IND,13978
10209,PARTIDO COMUNISTA DE CHILE,62
10209,PARTIDO DE LA GENTE,1666
10209,PARTIDO DEMOCRATA CRISTIANO,16
10209,PARTIDO LIBERAL DE CHILE,218
10209,PARTIDO NACIONAL LIBERTARIO,123
10209,PARTIDO POR LA DEMOCRACIA,93
10209,PARTIDO REPUBLICANO DE CHILE,384
10209,PARTIDO SOCIAL CRISTIANO,22
10209,PARTIDO SOCIALISTA DE CHILE,810
10209,RENOVACION NACIONAL,896
10209,UNION DEMOCRATA INDEPENDIENTE,432
10210,EVOLUCION POLITICA,29
10210,FEDERACION REGIONALISTA VERDE SOCIAL,304
10210,FRENTE AMPLIO,131
10210,IND,12314
10210,PARTIDO COMUNISTA DE CHILE,53
10210,PARTIDO DE LA GENTE,2686
10210,PARTIDO DEMOCRATA CRISTIANO,37
10210,PARTIDO LIBERAL DE CHILE,138
10210,PARTIDO NACIONAL LIBERTARIO,113
10210,PARTIDO POR LA DEMOCRACIA,90
10210,PARTIDO REPUBLICANO DE CHILE,237
10210,PARTIDO SOCIAL CRISTIANO,21
10210,PARTIDO SOCIALISTA DE CHILE,398
10210,RENOVACION NACIONAL,453
10210,UNION DEMOCRATA INDEPENDIENTE,272
10301,EVOLUCION POLITICA,978
10301,FEDERACION REGIONALISTA VERDE SOCIAL,4565
10301,FRENTE AMPLIO,4746
10301,IND,252276
10301,PARTIDO DE LA GENTE,11315
10301,PARTIDO DEMOCRATA CRISTIANO,12551
10301,PARTIDO LIBERAL DE CHILE,1223
10301,PARTIDO NACIONAL LIBERTARIO,13931
10301,PARTIDO POR LA DEMOCRACIA,2039
10301,PARTIDO REPUBLICANO DE CHILE,12359
10301,PARTIDO SOCIALISTA DE CHILE,18539
10301,RENOVACION NACIONAL,5257
10301,UNION DEMOCRATA INDEPENDIENTE,14892
10302,EVOLUCION POLITICA,28
10302,FEDERACION REGIONALISTA VERDE SOCIAL,398
10302,FRENTE AMPLIO,119
10302,IND,15760
10302,PARTIDO DE LA GENTE,889
10302,PARTIDO DEMOCRATA CRISTIANO,1485
10302,PARTIDO LIBERAL DE CHILE,65
10302,PARTIDO NACIONAL LIBERTARIO,715
10302,PARTIDO POR LA DEMOCRACIA,317
10302,PARTIDO REPUBLICANO DE CHILE,523
10302,PARTIDO SOCIALISTA DE CHILE,760
10302,RENOVACION NACIONAL,245
10302,UNION DEMOCRATA INDEPENDIENTE,835
10303,EVOLUCION POLITICA,24
10303,FEDERACION REGIONALISTA VERDE SOCIAL,371
10303,FRENTE AMPLIO,180
10303,IND,33830
10303,PARTIDO DE LA GENTE,3280
10303,PARTIDO DEMOCRATA CRISTIANO,5811
10303,PARTIDO LIBERAL DE CHILE,69
10303,PARTIDO NACIONAL LIBERTARIO,1353
10303,PARTIDO POR LA DEMOCRACIA,365
10303,PARTIDO REPUBLICANO DE CHILE,1076
10303,PARTIDO SOCIALISTA DE CHILE,595
10303,RENOVACION NACIONAL,404
10303,UNION DEMOCRATA INDEPENDIENTE,900
10304,EVOLUCION POLITICA,49
10304,FEDERACION REGIONALISTA VERDE SOCIAL,506
10304,FRENTE AMPLIO,222
10304,IND,21794
10304,PARTIDO DE LA GENTE,1209
10304,PARTIDO DEMOCRATA CRISTIANO,946
10304,PARTIDO LIBERAL DE CHILE,93
10304,PARTIDO NACIONAL LIBERTARIO,1250
10304,PARTIDO POR LA DEMOCRACIA,467
10304,PARTIDO REPUBLICANO DE CHILE,908
10304,PARTIDO SOCIALISTA DE CHILE,1042
10304,RENOVACION NACIONAL,441
10304,UNION DEMOCRATA INDEPENDIENTE,1396
10305,EVOLUCION POLITICA,41
10305,FEDERACION REGIONALISTA VERDE SOCIAL,343
10305,FRENTE AMPLIO,128
10305,IND,22880
10305,PARTIDO DE LA GENTE,837
10305,PARTIDO DEMOCRATA CRISTIANO,2228
10305,PARTIDO LIBERAL DE CHILE,69
10305,PARTIDO NACIONAL LIBERTARIO,998
10305,PARTIDO POR LA DEMOCRACIA,467
10305,PARTIDO REPUBLICANO DE CHILE,763
10305,PARTIDO SOCIALISTA DE CHILE,1187
10305,RENOVACION NACIONAL,392
10305,UNION DEMOCRATA INDEPENDIENTE,1734
10306,EVOLUCION POLITICA,24
10306,FEDERACION REGIONALISTA VERDE SOCIAL,273
10306,FRENTE AMPLIO,92
10306,IND,14406
10306,PARTIDO DE LA GENTE,592
10306,PARTIDO DEMOCRATA CRISTIANO,706
10306,PARTIDO LIBERAL DE CHILE,32
10306,PARTIDO NACIONAL LIBERTARIO,521
10306,PARTIDO POR LA DEMOCRACIA,98
10306,PARTIDO REPUBLICANO DE CHILE,449
10306,PARTIDO SOCIALISTA DE CHILE,2680
10306,RENOVACION NACIONAL,187
10306,UNION DEMOCRATA INDEPENDIENTE,457
10307,EVOLUCION POLITICA,42
10307,FEDERACION REGIONALISTA VERDE SOCIAL,317
10307,FRENTE AMPLIO,134
10307,IND,18090
10307,PARTIDO DE LA GENTE,759
10307,PARTIDO DEMOCRATA CRISTIANO,769
10307,PARTIDO LIBERAL DE CHILE,57
10307,PARTIDO NACIONAL LIBERTARIO,802
10307,PARTIDO POR LA DEMOCRACIA,175
10307,PARTIDO REPUBLICANO DE CHILE,725
10307,PARTIDO SOCIALISTA DE CHILE,2417
10307,RENOVACION NACIONAL,291
10307,UNION DEMOCRATA INDEPENDIENTE,965
10401,EVOLUCION POLITICA,33
10401,FEDERACION REGIONALISTA VERDE SOCIAL,133
10401,FRENTE AMPLIO,161
10401,IND,6764
10401,PARTIDO COMUNISTA DE CHILE,31
10401,PARTIDO DE LA GENTE,551
10401,PARTIDO DEMOCRATA CRISTIANO,17
10401,PARTIDO LIBERAL DE CHILE,74
10401,PARTIDO NACIONAL LIBERTARIO,151
10401,PARTIDO POR LA DEMOCRACIA,111
10401,PARTIDO REPUBLICANO DE CHILE,301
10401,PARTIDO SOCIAL CRISTIANO,49
10401,PARTIDO SOCIALISTA DE CHILE,184
10401,RENOVACION NACIONAL,538
10401,UNION DEMOCRATA INDEPENDIENTE,76
10402,EVOLUCION POLITICA,44
10402,FEDERACION REGIONALISTA VERDE SOCIAL,121
10402,FRENTE AMPLIO,199
10402,IND,4596
10402,PARTIDO COMUNISTA DE CHILE,31
10402,PARTIDO DE LA GENTE,177
10402,PARTIDO DEMOCRATA CRISTIANO,10
10402,PARTIDO LIBERAL DE CHILE,82
10402,PARTIDO NACIONAL LIBERTARIO,143
10402,PARTIDO POR LA DEMOCRACIA,53
10402,PARTIDO REPUBLICANO DE CHILE,402
10402,PARTIDO SOCIAL CRISTIANO,17
10402,PARTIDO SOCIALISTA DE CHILE,50
10402,RENOVACION NACIONAL,263
10402,UNION DEMOCRATA INDEPENDIENTE,106
10403,EVOLUCION POLITICA,114
10403,FEDERACION REGIONALISTA VERDE SOCIAL,414
10403,FRENTE AMPLIO,211
10403,IND,15668
10403,PARTIDO COMUNISTA DE CHILE,112
10403,PARTIDO DE LA GENTE,673
10403,PARTIDO DEMOCRATA CRISTIANO,46
10403,PARTIDO LIBERAL DE CHILE,428
10403,PARTIDO NACIONAL LIBERTARIO,256
10403,PARTIDO POR LA DEMOCRACIA,240
10403,PARTIDO REPUBLICANO DE CHILE,780
10403,PARTIDO SOCIAL CRISTIANO,79
10403,PARTIDO SOCIALISTA DE CHILE,395
10403,RENOVACION NACIONAL,1032
10403,UNION DEMOCRATA INDEPENDIENTE,733
10404,EVOLUCION POLITICA,24
10404,FEDERACION REGIONALISTA VERDE SOCIAL,61
10404,FRENTE AMPLIO,71
10404,IND,2968
10404,PARTIDO COMUNISTA DE CHILE,15
10404,PARTIDO DE LA GENTE,69
10404,PARTIDO DEMOCRATA CRISTIANO,10
10404,PARTIDO LIBERAL DE CHILE,58
10404,PARTIDO NACIONAL LIBERTARIO,64
10404,PARTIDO POR LA DEMOCRACIA,41
10404,PARTIDO REPUBLICANO DE CHILE,186
10404,PARTIDO SOCIAL CRISTIANO,12
10404,PARTIDO SOCIALISTA DE CHILE,91
10404,RENOVACION NACIONAL,248
10404,UNION DEMOCRATA INDEPENDIENTE,37
11101,EVOLUCION POLITICA,1369
11101,FEDERACION REGIONALISTA VERDE SOCIAL,7320
11101,FRENTE AMPLIO,944
11101,IND,81047
11101,PARTIDO DE LA GENTE,1396
11101,PARTIDO DEMOCRATA CRISTIANO,530
11101,PARTIDO DEMOCRATAS CHILE,572
11101,PARTIDO NACIONAL LIBERTARIO,2252
11101,PARTIDO RADICAL DE CHILE,4564
11101,PARTIDO REPUBLICANO DE CHILE,2449
11101,PARTIDO SOCIAL CRISTIANO,567
11101,PARTIDO SOCIALISTA DE CHILE,5709
11101,RENOVACION NACIONAL,3950
11101,UNION DEMOCRATA INDEPENDIENTE,3692
11102,EVOLUCION POLITICA,34
11102,FEDERACION REGIONALISTA VERDE SOCIAL,135
11102,FRENTE AMPLIO,10
11102,IND,1564
11102,PARTIDO DE LA GENTE,10
11102,PARTIDO DEMOCRATA CRISTIANO,12
11102,PARTIDO DEMOCRATAS CHILE,7
11102,PARTIDO NACIONAL LIBERTARIO,25
11102,PARTIDO RADICAL DE CHILE,47
11102,PARTIDO REPUBLICANO DE CHILE,44
11102,PARTIDO SOCIAL CRISTIANO,4
11102,PARTIDO SOCIALISTA DE CHILE,88
11102,RENOVACION NACIONAL,122
11102,UNION DEMOCRATA INDEPENDIENTE,65
11201,EVOLUCION POLITICA,359
11201,FEDERACION REGIONALISTA VERDE SOCIAL,5698
11201,FRENTE AMPLIO,274
11201,IND,34316
11201,PARTIDO DE LA GENTE,643
11201,PARTIDO DEMOCRATA CRISTIANO,215
11201,PARTIDO DEMOCRATAS CHILE,125
11201,PARTIDO NACIONAL LIBERTARIO,1117
11201,PARTIDO RADICAL DE CHILE,611
11201,PARTIDO REPUBLICANO DE CHILE,733
11201,PARTIDO SOCIAL CRISTIANO,182
11201,PARTIDO SOCIALISTA DE CHILE,2079
11201,RENOVACION NACIONAL,1087
11201,UNION DEMOCRATA INDEPENDIENTE,1411
11202,EVOLUCION POLITICA,368
11202,FEDERACION REGIONALISTA VERDE SOCIAL,700
11202,FRENTE AMPLIO,98
11202,IND,7478
11202,PARTIDO DE LA GENTE,146
11202,PARTIDO DEMOCRATA CRISTIANO,59
11202,PARTIDO DEMOCRATAS CHILE,18
11202,PARTIDO NACIONAL LIBERTARIO,283
11202,PARTIDO RADICAL DE CHILE,63
11202,PARTIDO REPUBLICANO DE CHILE,202
11202,PARTIDO SOCIAL CRISTIANO,32
11202,PARTIDO SOCIALISTA DE CHILE,438
11202,RENOVACION NACIONAL,457
11202,UNION DEMOCRATA INDEPENDIENTE,249
11203,EVOLUCION POLITICA,207
11203,FEDERACION REGIONALISTA VERDE SOCIAL,130
11203,FRENTE AMPLIO,23
11203,IND,2140
11203,PARTIDO DE LA GENTE,48
11203,PARTIDO DEMOCRATA CRISTIANO,6
11203,PARTIDO DEMOCRATAS CHILE,4
11203,PARTIDO NACIONAL LIBERTARIO,27
11203,PARTIDO RADICAL DE CHILE,28
11203,PARTIDO REPUBLICANO DE CHILE,57
11203,PARTIDO SOCIAL CRISTIANO,7
11203,PARTIDO SOCIALISTA DE CHILE,104
11203,RENOVACION NACIONAL,108
11203,UNION DEMOCRATA INDEPENDIENTE,98
11301,EVOLUCION POLITICA,57
11301,FEDERACION REGIONALISTA VERDE SOCIAL,268
11301,FRENTE AMPLIO,56
11301,IND,4860
11301,PARTIDO DE LA GENTE,48
11301,PARTIDO DEMOCRATA CRISTIANO,22
11301,PARTIDO DEMOCRATAS CHILE,5
11301,PARTIDO NACIONAL LIBERTARIO,186
11301,PARTIDO RADICAL DE CHILE,317
11301,PARTIDO REPUBLICANO DE CHILE,113
11301,PARTIDO SOCIAL CRISTIANO,8
11301,PARTIDO SOCIALISTA DE CHILE,400
11301,RENOVACION NACIONAL,187
11301,UNION DEMOCRATA INDEPENDIENTE,359
11302,EVOLUCION POLITICA,15
11302,FEDERACION REGIONALISTA VERDE SOCIAL,51
11302,FRENTE AMPLIO,5
11302,IND,916
11302,PARTIDO DE LA GENTE,19
11302,PARTIDO DEMOCRATAS CHILE,1
11302,PARTIDO NACIONAL LIBERTARIO,16
11302,PARTIDO RADICAL DE CHILE,19
11302,PARTIDO REPUBLICANO DE CHILE,29
11302,PARTIDO SOCIAL CRISTIANO,6
11302,PARTIDO SOCIALISTA DE CHILE,85
11302,RENOVACION NACIONAL,63
11302,UNION DEMOCRATA INDEPENDIENTE,61
11303,EVOLUCION POLITICA,12
11303,FEDERACION REGIONALISTA VERDE SOCIAL,58
11303,FRENTE AMPLIO,9
11303,IND,834
11303,PARTIDO DE LA GENTE,20
11303,PARTIDO DEMOCRATA CRISTIANO,2
11303,PARTIDO DEMOCRATAS CHILE,3
11303,PARTIDO NACIONAL LIBERTARIO,15
11303,PARTIDO RADICAL DE CHILE,43
11303,PARTIDO REPUBLICANO DE CHILE,4
11303,PARTIDO SOCIAL CRISTIANO,3
11303,PARTIDO SOCIALISTA DE CHILE,81
11303,RENOVACION NACIONAL,39
11303,UNION DEMOCRATA INDEPENDIENTE,23
11401,EVOLUCION POLITICA,45
11401,FEDERACION REGIONALISTA VERDE SOCIAL,276
11401,FRENTE AMPLIO,53
11401,IND,7360
11401,PARTIDO DE LA GENTE,60
11401,PARTIDO DEMOCRATA CRISTIANO,26
11401,PARTIDO DEMOCRATAS CHILE,22
11401,PARTIDO NACIONAL LIBERTARIO,138
11401,PARTIDO RADICAL DE CHILE,1798
11401,PARTIDO REPUBLICANO DE CHILE,108
11401,PARTIDO SOCIAL CRISTIANO,27
11401,PARTIDO SOCIALISTA DE CHILE,364
11401,RENOVACION NACIONAL,171
11401,UNION DEMOCRATA INDEPENDIENTE,139
11402,EVOLUCION POLITICA,80
11402,FEDERACION REGIONALISTA VERDE SOCIAL,346
11402,FRENTE AMPLIO,31
11402,IND,4620
11402,PARTIDO DE LA GENTE,41
11402,PARTIDO DEMOCRATA CRISTIANO,32
11402,PARTIDO DEMOCRATAS CHILE,20
11402,PARTIDO NACIONAL LIBERTARIO,107
11402,PARTIDO RADICAL DE CHILE,445
11402,PARTIDO REPUBLICANO DE CHILE,56
11402,PARTIDO SOCIAL CRISTIANO,21
11402,PARTIDO SOCIALISTA DE CHILE,277
11402,RENOVACION NACIONAL,177
11402,UNION DEMOCRATA INDEPENDIENTE,354
12101,EVOLUCION POLITICA,1986
12101,FEDERACION REGIONALISTA VERDE SOCIAL,2673
12101,FRENTE AMPLIO,7162
12101,IND,194128
12101,INDEPENDIENTES,24023
12101,PARTIDO COMUNISTA DE CHILE,2227
12101,PARTIDO DE LA GENTE,4418
12101,PARTIDO NACIONAL LIBERTARIO,2994
12101,PARTIDO RADICAL DE CHILE,7325
12101,PARTIDO REPUBLICANO DE CHILE,14438
12101,PARTIDO SOCIAL CRISTIANO,3969
12101,PARTIDO SOCIALISTA DE CHILE,3077
12101,RENOVACION NACIONAL,3018
12101,UNION DEMOCRATA INDEPENDIENTE,3013
12102,EVOLUCION POLITICA,30
12102,FEDERACION REGIONALISTA VERDE SOCIAL,19
12102,FRENTE AMPLIO,28
12102,IND,1060
12102,INDEPENDIENTES,122
12102,PARTIDO COMUNISTA DE CHILE,5
12102,PARTIDO DE LA GENTE,31
12102,PARTIDO NACIONAL LIBERTARIO,13
12102,PARTIDO RADICAL DE CHILE,51
12102,PARTIDO REPUBLICANO DE CHILE,94
12102,PARTIDO SOCIAL CRISTIANO,13
12102,PARTIDO SOCIALISTA DE CHILE,21
12102,RENOVACION NACIONAL,16
12102,UNION DEMOCRATA INDEPENDIENTE,30
12103,EVOLUCION POLITICA,4
12103,FEDERACION REGIONALISTA VERDE SOCIAL,11
12103,FRENTE AMPLIO,24
12103,IND,908
12103,INDEPENDIENTES,96
12103,PARTIDO COMUNISTA DE CHILE,1
12103,PARTIDO DE LA GENTE,21
12103,PARTIDO NACIONAL LIBERTARIO,11
12103,PARTIDO RADICAL DE CHILE,24
12103,PARTIDO REPUBLICANO DE CHILE,98
12103,PARTIDO SOCIAL CRISTIANO,10
12103,PARTIDO SOCIALISTA DE CHILE,5
12103,RENOVACION NACIONAL,17
12103,UNION DEMOCRATA INDEPENDIENTE,57
12104,EVOLUCION POLITICA,4
12104,FEDERACION REGIONALISTA VERDE SOCIAL,4
12104,FRENTE AMPLIO,35
12104,IND,786
12104,INDEPENDIENTES,88
12104,PARTIDO COMUNISTA DE CHILE,11
12104,PARTIDO DE LA GENTE,16
12104,PARTIDO NACIONAL LIBERTARIO,7
12104,PARTIDO RADICAL DE CHILE,11
12104,PARTIDO REPUBLICANO DE CHILE,82
12104,PARTIDO SOCIAL CRISTIANO,12
12104,PARTIDO SOCIALISTA DE CHILE,9
12104,RENOVACION NACIONAL,20
12104,UNION DEMOCRATA INDEPENDIENTE,26
12201,EVOLUCION POLITICA,13
12201,FEDERACION REGIONALISTA VERDE SOCIAL,18
12201,FRENTE AMPLIO,88
12201,IND,2188
12201,INDEPENDIENTES,128
12201,PARTIDO COMUNISTA DE CHILE,25
12201,PARTIDO DE LA GENTE,48
12201,PARTIDO NACIONAL LIBERTARIO,52
12201,PARTIDO RADICAL DE CHILE,20
12201,PARTIDO REPUBLICANO DE CHILE,369
12201,PARTIDO SOCIAL CRISTIANO,33
12201,PARTIDO SOCIALISTA DE CHILE,34
12201,RENOVACION NACIONAL,32
12201,UNION DEMOCRATA INDEPENDIENTE,43
12202,EVOLUCION POLITICA,2
12202,FEDERACION REGIONALISTA VERDE SOCIAL,2
12202,FRENTE AMPLIO,4
12202,IND,154
12202,INDEPENDIENTES,9
12202,PARTIDO COMUNISTA DE CHILE,2
12202,PARTIDO DE LA GENTE,9
12202,PARTIDO NACIONAL LIBERTARIO,6
12202,PARTIDO REPUBLICANO DE CHILE,27
12202,PARTIDO SOCIAL CRISTIANO,2
12202,RENOVACION NACIONAL,1
12202,UNION DEMOCRATA INDEPENDIENTE,1
12301,EVOLUCION POLITICA,51
12301,FEDERACION REGIONALISTA VERDE SOCIAL,72
12301,FRENTE AMPLIO,163
12301,IND,8206
12301,INDEPENDIENTES,1051
12301,PARTIDO COMUNISTA DE CHILE,101
12301,PARTIDO DE LA GENTE,183
12301,PARTIDO NACIONAL LIBERTARIO,86
12301,PARTIDO RADICAL DE CHILE,343
12301,PARTIDO REPUBLICANO DE CHILE,999
12301,PARTIDO SOCIAL CRISTIANO,102
12301,PARTIDO SOCIALISTA DE CHILE,98
12301,RENOVACION NACIONAL,64
12301,UNION DEMOCRATA INDEPENDIENTE,45
12302,EVOLUCION POLITICA,25
12302,FEDERACION REGIONALISTA VERDE SOCIAL,8
12302,FRENTE AMPLIO,22
12302,IND,804
12302,INDEPENDIENTES,77
12302,PARTIDO COMUNISTA DE CHILE,6
12302,PARTIDO DE LA GENTE,22
12302,PARTIDO NACIONAL LIBERTARIO,13
12302,PARTIDO RADICAL DE CHILE,27
12302,PARTIDO REPUBLICANO DE CHILE,60
12302,PARTIDO SOCIAL CRISTIANO,8
12302,PARTIDO SOCIALISTA DE CHILE,32
12302,RENOVACION NACIONAL,16
12302,UNION DEMOCRATA INDEPENDIENTE,10
12303,EVOLUCION POLITICA,10
12303,FEDERACION REGIONALISTA VERDE SOCIAL,9
12303,FRENTE AMPLIO,6
12303,IND,486
12303,INDEPENDIENTES,47
12303,PARTIDO COMUNISTA DE CHILE,2
12303,PARTIDO DE LA GENTE,9
12303,PARTIDO NACIONAL LIBERTARIO,10
12303,PARTIDO RADICAL DE CHILE,12
12303,PARTIDO REPUBLICANO DE CHILE,55
12303,PARTIDO SOCIAL CRISTIANO,5
12303,PARTIDO SOCIALISTA DE CHILE,6
12303,RENOVACION NACIONAL,20
12303,UNION DEMOCRATA INDEPENDIENTE,7
12401,EVOLUCION POLITICA,237
12401,FEDERACION REGIONALISTA VERDE SOCIAL,1461
12401,FRENTE AMPLIO,1758
12401,IND,34670
12401,INDEPENDIENTES,4637
12401,PARTIDO COMUNISTA DE CHILE,272
12401,PARTIDO DE LA GENTE,790
12401,PARTIDO NACIONAL LIBERTARIO,385
12401,PARTIDO RADICAL DE CHILE,448
12401,PARTIDO REPUBLICANO DE CHILE,1869
12401,PARTIDO SOCIAL CRISTIANO,515
12401,PARTIDO SOCIALISTA DE CHILE,490
12401,RENOVACION NACIONAL,310
12401,UNION DEMOCRATA INDEPENDIENTE,338
12402,EVOLUCION POLITICA,25
